Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls  ms/call  ms/call  name    
  [74] _GLOBAL__sub_I__ZN17TransformPrecoderC2EP8UserPara (TransformPrecoder.cpp) [107] TransformPrecoder::TransformPrecoder(BSPara*) [131] ResMapper::ResMapper(UserPara*)
  [75] _GLOBAL__sub_I__ZN4OFDMC2EP8UserPara (OFDM.cpp) [108] TransformPrecoder::TransformPrecoder(UserPara*) [68] ResMapper::~ResMapper()
  [76] _GLOBAL__sub_I__ZN6BSParaC2Ev (BSPara.cpp) [58] TransformPrecoder::~TransformPrecoder() [132] Scrambler<float>::Descrambling(float*, float*)
  [77] _GLOBAL__sub_I__ZN8UserParaC2EP6BSPara (UserPara.cpp) [109] SubblockInterleaver_lte<int, float>::SubblockDeInterleaving(int, float**, float**) [133] Scrambler<float>::GenScrambInt()
  [78] _GLOBAL__sub_I__ZN9EqualizerC2EP6BSParaP8UserPara (Equalizer.cpp) [59] SubblockInterleaver_lte<int, float>::SubblockInterleaver_lte() [134] Scrambler<float>::Scrambler(BSPara*)
  [79] _GLOBAL__sub_I__ZN9ResMapperC2EP8UserPara (ResMapper.cpp) [60] SubblockInterleaver_lte<int, float>::~SubblockInterleaver_lte() [135] Scrambler<float>::~Scrambler()
  [80] _GLOBAL__sub_I_main (LTEUplink.cpp) [110] SubblockInterleaver_lte<int, int>::SubblockInterleaving(int, int**, int**) [136] Scrambler<int>::Scrambling(int*, int*)
  [15] void MatrixProd<int, std::complex<float> >(int, int, int, std::complex<float>**, std::complex<float>*, std::complex<float>*) [61] SubblockInterleaver_lte<int, int>::SubblockInterleaver_lte() [137] Scrambler<int>::GenScrambInt()
  [17] void MatrixProd<int, std::complex<float> >(int, int, int, std::complex<float>**, std::complex<float>**, std::complex<float>**) [62] SubblockInterleaver_lte<int, int>::~SubblockInterleaver_lte() [138] Scrambler<int>::Scrambler(UserPara*)
  [81] ReadLTEChainOutput(int*, int*, int) [111] OFDM::modulating(std::complex<float>*, std::complex<float>*) [139] Scrambler<int>::~Scrambler()
  [82] GenerateLTEChainInput(int*, int, int*, int) [112] OFDM::demodulating(std::complex<float>*, std::complex<float>*) [140] UserPara::GetpDMRS() const
  [83] __static_initialization_and_destruction_0(int, int) (BSPara.cpp) [113] OFDM::OFDM(UserPara*) [44] std::complex<double>::imag() const
  [84] __static_initialization_and_destruction_0(int, int) (UserPara.cpp) [114] OFDM::OFDM(BSPara*) [45] std::complex<double>::real() const
  [85] __static_initialization_and_destruction_0(int, int) (FIFO.cpp) [63] OFDM::~OFDM() [46] std::complex<double>::__rep() const
  [86] __static_initialization_and_destruction_0(int, int) (GeneralFunc.cpp) [2] Turbo::log_decoder(float*, float*, float*, float*, int) [5] std::complex<float>::imag() const
  [87] __static_initialization_and_destruction_0(int, int) (matrix.cpp) [54] Turbo::reverse_int(int, int) [31] std::complex<float>::real() const
  [88] __static_initialization_and_destruction_0(int, int) (Turbo.cpp) [3] Turbo::decode_block(float*, float*, float*, float*, int*, int) [33] std::complex<float>::__rep() const
  [89] __static_initialization_and_destruction_0(int, int) (RateMatcher.cpp) [4] Turbo::TurboDecoding(float*, int*) [141] std::numeric_limits<double>::max()
  [90] __static_initialization_and_destruction_0(int, int) (SubblockInterleaver_lte.cpp) [115] Turbo::TurboEncoding(int*, int*) [142] std::numeric_limits<double>::min()
  [91] __static_initialization_and_destruction_0(int, int) (Scrambler.cpp) [64] Turbo::set_parameters(int*, int, int, int, int) [43] std::complex<double>::complex(double, double)
  [92] __static_initialization_and_destruction_0(int, int) (Modulation.cpp) [65] Turbo::constituent_encoder(int*, int, int*, int*) [47] std::complex<double>& std::complex<double>::operator*=<double>(std::complex<double> const&)
  [93] __static_initialization_and_destruction_0(int, int) (TransformPrecoder.cpp) [52] void Turbo::internal_interleaver<float>(float*, float*, int) [48] std::complex<float>::complex(std::complex<double> const&)
  [94] __static_initialization_and_destruction_0(int, int) (ResMapper.cpp) [116] void Turbo::internal_interleaver<int>(int*, int*, int) [30] std::complex<float>::complex(float, float)
  [95] __static_initialization_and_destruction_0(int, int) (Equalizer.cpp) [51] Turbo::calc_state_transition(int, int, int*) [37] std::complex<float>::operator/=(float)
  [96] __static_initialization_and_destruction_0(int, int) (OFDM.cpp) [53] void Turbo::internal_deinterleaver<float>(float*, float*, int) [20] std::complex<float>& std::complex<float>::operator/=<float>(std::complex<float> const&)
  [97] __static_initialization_and_destruction_0(int, int) (LTEUplink.cpp) [66] Turbo::set_generator_polynomials(int*, int, int) [8] std::complex<float>& std::complex<float>::operator-=<float>(std::complex<float> const&)
  [41] ran1(int*)            [117] Turbo::Turbo(BSPara*)  [50] std::complex<float>::operator*=(float)
  [42] gauss1(int*)          [118] Turbo::Turbo(UserPara*) [13] std::complex<float>& std::complex<float>::operator*=<float>(std::complex<float> const&)
  [29] max_log(float, float)  [67] Turbo::~Turbo()        [16] std::complex<float>& std::complex<float>::operator+=<float>(std::complex<float> const&)
  [11] std::complex<float> InnerProd<int, std::complex<float> >(int, std::complex<float>*, std::complex<float>*) [119] BSPara::initBSPara() [34] std::__complex_abs(floatcomplex )
  [19] void MatrixInv<int, std::complex<float> >(int, std::complex<float>**, std::complex<float>**) [120] BSPara::BSPara() [35] float std::abs<float>(std::complex<float> const&)
  [98] Modulation::Modulating(int*, std::complex<float>*) [121] BSPara::~BSPara() [69] std::log(float)
  [10] Modulation::Demodulating(std::complex<float>*, float*, float) [122] UserPara::initUserPara() [40] __gnu_cxx::__promote_2<double, float, __gnu_cxx::__promote<double, std::__is_integer<double>::__value>::__type, __gnu_cxx::__promote<float, std::__is_integer<float>::__value>::__type>::__type std::pow<double, float>(double, float)
  [55] Modulation::InitModTables() [123] UserPara::geneDMRS() [32] __gnu_cxx::__promote_2<float, double, __gnu_cxx::__promote<float, std::__is_integer<float>::__value>::__type, __gnu_cxx::__promote<double, std::__is_integer<double>::__value>::__type>::__type std::pow<float, double>(float, double)
  [36] Modulation::vecmin(float*, int) [124] UserPara::UserPara(BSPara*) [22] std::complex<float> std::conj<float>(std::complex<float> const&)
  [99] Modulation::Modulation(BSPara*) [125] UserPara::~UserPara() [38] std::sqrt(float)
 [100] Modulation::Modulation(UserPara*) [6] Equalizer::Equalizing(std::complex<float>*, std::complex<float>*) [39] std::complex<float> std::operator/<float>(std::complex<float> const&, float const&)
  [56] Modulation::~Modulation() [7] Equalizer::LSFreqDomain(std::complex<float>*, std::complex<float>*) [21] std::complex<float> std::operator/<float>(std::complex<float> const&, std::complex<float> const&)
 [101] RateMatcher::RxRateMatching(float*, float*, int*) [18] Equalizer::FDLSEstimation(std::complex<float>**, std::complex<float>**, std::complex<float>**, std::complex<float>**, int) [9] std::complex<float> std::operator-<float>(std::complex<float> const&, std::complex<float> const&)
 [102] RateMatcher::TxRateMatching(int*, int*) [12] Equalizer::FDLSEqualization(std::complex<float>*, std::complex<float>**, int, int, std::complex<float>*) [49] std::complex<double> std::operator*<double>(std::complex<double> const&, std::complex<double> const&)
 [103] RateMatcher::RateMatcher(UserPara*) [126] Equalizer::Equalizer(BSPara*, UserPara*) [14] std::complex<float> std::operator*<float>(std::complex<float> const&, std::complex<float> const&)
